Question,Answer
"For how many positive integers $a$ does the polynomial $x^2 - ax + a$ have an integer root? If the final answer is a number larger than 1000, take modulo 1000.",1
"One of the digits, labeled by an underscore, is missing in the equation $42 = (-8053873881207597\_\_)^3 + (80435758145817515)^3 + (12602123297335631)^3$. What is that digit? If the final answer is a number larger than 1000, take modulo 1000.",4
"Find the expected value of the area of quadrilateral $P_1P_2P_3P_4$ if a point $P$ is chosen uniformly at random inside a square of side length 2, and $P_1, P_2, P_3, P_4$ are the reflections of $P$ over each of the four sides of the square. If the final answer is a number larger than 1000, take modulo 1000.",8
"Compute the sum of all positive integers $n < 2048$ such that $n$ has an even number of 1’s in its binary representation. If the final answer is a number larger than 1000, take modulo 1000.",64
"Let $S$ be the set of all nondegenerate triangles formed from the vertices of a regular octagon with side length 1. Find the ratio of the largest area of any triangle in $S$ to the smallest area of any triangle in $S$. If the final answer is a number larger than 1000, take modulo 1000.",828
"What is the probability that two students encountered by Nithya the teaching assistant in the morning and afternoon are actually the same person, given that the Multiples Obfuscation Program has a singleton, a pair of identical twins, a set of identical triplets, a set of identical quadruplets, and so on, up to a set of identical octuplets, and the two students look the same? If the final answer is a number larger than 1000, take modulo 1000.",3
"Let $p$ be a real number between 0 and 1. Jocelin has a coin that lands heads with probability $p$ and tails with probability $1 - p$; she also has a number written on a blackboard. Each minute, she flips the coin, and if it lands heads, she replaces the number $x$ on the blackboard with $3x + 1$; if it lands tails she replaces it with $x/2$. Given that there are constants $a, b$ such that the expected value of the value written on the blackboard after $t$ minutes can be written as $at + b$ for all positive integers $t$, compute $p$. If the final answer is a number larger than 1000, take modulo 1000.",200
"What is the median of the areas of the five regions formed by the segments $CE$, $BP$, $DQ$, and $AR$ in a square $ABCD$ of side length 5, where $E$ is the midpoint of side $AB$, $P$ and $Q$ are the feet of perpendiculars from $B$ and $D$ to $CE$, respectively, and $R$ is the foot of the perpendicular from $A$ to $DQ$? If the final answer is a number larger than 1000, take modulo 1000.",5
"Let $a, b, c, d$ be real numbers such that $\min(20x + 19, 19x + 20) = (ax + b) - |cx + d|$ for all real numbers $x$. Find $ab + cd$. If the final answer is a number larger than 1000, take modulo 1000.",380
"How many different ways are there for four players standing at distinct vertices of a square to choose vertices to go to so that none of them fall over, given that they each independently choose a vertex of the square (which might be the vertex they are standing on) and run in a straight line to their chosen vertex at 10mph, stopping when they reach the vertex? If the final answer is a number larger than 1000, take modulo 1000.",11
"For how many positive integers $n \leq 1000$ does the equation in real numbers $x\lfloor x \rfloor = n$ have a positive solution for $x$? (For a real number $x$, $\lfloor x \rfloor$ denotes the largest integer that is not greater than $x$.) If the final answer is a number larger than 1000, take modulo 1000.",412
"How many ways are there to arrange the numbers $\{1, 2, 3, 4, 5, 6, 7, 8\}$ in a circle so that every two adjacent elements are relatively prime? Consider rotations and reflections of the same arrangement to be indistinguishable. If the final answer is a number larger than 1000, take modulo 1000.",36
"Let $A$ be the area of the largest semicircle that can be inscribed in a quarter-circle of radius 1. Compute $\left\lfloor \frac{120A}{\pi} \right\rfloor$. If the final answer is a number larger than 1000, take modulo 1000.",20
"Marisa has two identical cubical dice labeled with the numbers $\{1, 2, 3, 4, 5, 6\}$. However, the two dice are not fair, meaning that they can land on each face with different probability. Marisa rolls the two dice and calculates their sum. Given that the sum is 2 with probability 0.04, and 12 with probability 0.01, the maximum possible probability of the sum being 7 is $p$. Compute $\left\lfloor 100p \right\rfloor$. If the final answer is a number larger than 1000, take modulo 1000.",28
"For each positive integer $n$, let $a_n$ be the smallest nonnegative integer such that there is only one positive integer at most $n$ that is relatively prime to all of $n, n + 1, \ldots, n + a_n$. If $n < 100$, compute the largest possible value of $n - a_n$. If the final answer is a number larger than 1000, take modulo 1000.",16
"Regular hexagon $P_1P_2P_3P_4P_5P_6$ has side length 2. For $1 \leq i \leq 6$, let $C_i$ be a unit circle centered at $P_i$ and $\ell_i$ be one of the internal common tangents of $C_i$ and $C_{i+2}$, where $C_7 = C_1$ and $C_8 = C_2$. Assume that the lines $\{\ell_1, \ell_2, \ell_3, \ell_4, \ell_5, \ell_6\}$ bound a regular hexagon. The area of this hexagon can be expressed as $\frac{\sqrt{a}}{b}$, where $a$ and $b$ are relatively prime positive integers. Compute $100a + b$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",603
"Roger the ant is traveling on a coordinate plane, starting at $(0, 0)$. Every second, he moves from one lattice point to a different lattice point at distance 1, chosen with equal probability. He will continue to move until he reaches some point $P$ for which he could have reached $P$ more quickly had he taken a different route. The expected number of steps Roger takes before he stops can be expressed as $\frac{a}{b}$, where $a$ and $b$ are relatively prime positive integers. Compute $100a + b$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",103
How many positive integers less than 10000 are both prime and boring? A number is defined to be boring if all the digits of the number are the same.,5
"Find the sum of all integers $x$, $x \geq 3$, such that $201020112012_x$ (that is, 201020112012 interpreted as a base $x$ number) is divisible by $x - 1$. If the final answer is a number larger than 1000, take modulo 1000.",32
"Given that $\log_{10} 2 \approx 0.30103$, find the smallest positive integer $n$ such that the decimal representation of $2^{10n}$ does not begin with the digit 1. If the final answer is a number larger than 1000, take modulo 1000.",30
"Two different squares are randomly chosen from an 8 \times 8 chessboard. What is the probability that two queens placed on the two squares can attack each other? Recall that queens in chess can attack any square in a straight line vertically, horizontally, or diagonally from their current position. If the final answer is a number larger than 1000, take modulo 1000.",13
"A short rectangular table has four legs, each 8 inches long. For each leg Bill picks a random integer $x$, $0 \leq x < 8$ and cuts $x$ inches off the bottom of that leg. After he’s cut all four legs, compute the probability that the table won’t wobble (i.e. that the ends of the legs are coplanar). If the final answer is a number larger than 1000, take modulo 1000.",43
"Two ants are on opposite vertices of a regular octahedron (an 8-sided polyhedron with 6 vertices, each of which is adjacent to 4 others), and make moves simultaneously and continuously until they meet. At every move, each ant randomly chooses one of the four adjacent vertices to move to. Eventually, they will meet either at a vertex (that is, at the completion of a move) or on an edge (that is, in the middle of a move). Find the probability that they meet on an edge. If the final answer is a number larger than 1000, take modulo 1000.",2
"How many numbers are in the smallest set $S$ which covers 30? A set of positive integers $S$, all greater than 1, covers an integer $x$ if for every pair of integers $k$ and $l$ such that $2 \leq k < l \leq x$, we have $\left\lfloor \frac{l}{y} \right\rfloor \neq \left\lfloor \frac{k}{y} \right\rfloor$ for at least one integer $y$ in $S$. If the final answer is a number larger than 1000, take modulo 1000.",10
"How many inequivalent integer polynomials mod 5 of degree at most 3 do not have any integer roots mod 5? If the final answer is a number larger than 1000, take modulo 1000.",204
"Nick is a runner, and his goal is to complete four laps around a circuit at an average speed of 10 mph. If he completes the first three laps at a constant speed of 9 mph, what speed does he need to maintain in miles per hour on the fourth lap to achieve his goal?",15
"A tree has 10 pounds of apples at dawn. Every afternoon, a bird comes and eats $x$ pounds of apples. Overnight, the amount of food on the tree increases by 10%. What is the maximum value of $x$ such that the bird can sustain itself indefinitely on the tree without the tree running out of food?",10
"In triangle $ABC$, $AC = 7$. $D$ lies on $AB$ such that $AD = BD = CD = 5$. Find $BC$. If the final answer is a number larger than 1000, take modulo 1000.",51
"What is the perimeter of a rectangle of area 32 inscribed in a circle of radius 4? If the final answer is a number larger than 1000, take modulo 1000.",16
"Robin has obtained a circular pizza with radius 2. Instead of slicing the pizza radially, he decides to slice the pizza into 4 strips of equal width both vertically and horizontally. What is the area of the smallest piece of pizza? If the final answer is a number larger than 1000, take modulo 1000.",1
"$ABCD$ is a regular tetrahedron with side length 1. Find the area of the cross section of $ABCD$ cut by the plane that passes through the midpoints of $AB$, $AC$, and $CD$. If the final answer is a number larger than 1000, take modulo 1000.",250
