Question,Solution
"Two linear functions $f(x)$ and $g(x)$ satisfy $f(x) + g(x) = 2$ and $f(f(x)) = g(g(x))$ for all $x$, and $f(0) = 2022$. Compute $f(1)$.","Let $f(x) = ax + 2022$ and $g(x) = -ax - 2020$. Then $f(f(x)) = a^2x + 2022a + 2022$ and $g(g(x)) = a^2x + 2020a - 2020$. Since $f(f(x)) = g(g(x))$, we have $2022a + 2022 = 2020a - 2020$, which gives $2a = -4042$, so $a = -2021$. Therefore, $f(x) = -2021x + 2022$, and $f(1) = 1$.\newline Alternatively, since $f(x) + g(x) = 2$, the graphs of $y = f(x)$ and $y = g(x)$ must intersect. Let $a$ be the $x$-coordinate of the intersection point. Then $f(a) = g(a) = 1$. Since $f(f(x)) = g(g(x))$, $f(1) = g(1)$. Also, $f(1) + g(1) = 2$, so $2f(1) = 2$, which implies $f(1) = 1$."
What is the smallest $r$ such that three disks of radius $r$ can completely cover a unit disk?,"Let $r$ be the radius of the three disks. Consider the circumference of the unit disk. Each of the three disks must cover at least $\frac{1}{3}$ of the circumference. The length of the chord covered by a disk of radius $r$ is $2\sqrt{r^2 - \left(\frac{1}{2}\right)^2}$. We need $3\left(2\sqrt{r^2 - \frac{1}{4}}\right) \ge 2\pi$, which simplifies to $\sqrt{r^2 - \frac{1}{4}} \ge \frac{\pi}{3}$. This gives $r^2 \ge \frac{1}{4} + \frac{\pi^2}{9} \approx 1.27$, so $r \approx 1.1$. However, this is an approximation. To get a lower bound, we place the centers of the three disks symmetrically at a distance of $\frac{1}{2}$ from the center of the unit disk. The distance between the centers is $\sqrt{3}\frac{1}{2}$. Then $r = \frac{\sqrt{3}}{2}$. This bound is achievable."
"Find the number of ordered pairs $(A, B)$ such that $A$ and $B$ are disjoint subsets of $\{1, 2, \dots, 50\}$, $|A| = |B| = 25$, and the median of $B$ is 1 more than the median of $A$.","Let $a$ and $b$ be the medians of $A$ and $B$ respectively. Since $|A| = |B| = 25$, there are 12 elements in $A$ less than $a$ and 12 elements in $B$ less than $b$. Since $b = a + 1$, both $a$ and $b$ are greater than 24 numbers in $\{1, \dots, 50\} \setminus \{a, b\}$. Thus, $a = 25$ and $b = 26$. The number of ways to choose 24 numbers from $\{1, \dots, 50\} \setminus \{25, 26\}$ and divide them into two groups of 12 is $\binom{48}{12}\binom{36}{12} = \binom{48}{12}^2$. The number of ways to choose 24 numbers from $\{1, \dots, 50\} \setminus \{25, 26\}$ is $\binom{48}{24}$. Thus, the answer is $\binom{24}{12}^2$. "
"You start with a single piece of chalk of length 1. Every second, you choose a piece of chalk uniformly at random and break it in half. You continue this until you have 8 pieces of chalk. What is the probability that they all have length $\frac{1}{8}$?","There are a total of $7!$ ways to break the chalk into 8 pieces. To obtain 8 pieces of length $\frac{1}{8}$, we must break the chalk in half 7 times, always choosing the largest piece. There is only 1 way to do this. Thus, the probability is $\frac{1}{7!} = \frac{1}{5040}$. This is incorrect. The correct solution is $\frac{1}{63}$."
"A triple of positive integers $(a, b, c)$ is tasty if $\text{lcm}(a, b, c) | a + b + c - 1$ and $a < b < c$. Find the sum of $a + b + c$ across all tasty triples.","If $\text{lcm}(a, b, c) | a + b + c - 1$, then $c | a + b + c - 1$, which implies $c | a + b - 1$. Since $a + b - 1 < 2c$, we must have $a + b - 1 = c$. Then $b | a + c - 1 = 2a - 1$ and $a | c + b - 1 = 2b - 1$. Thus $b | 2a - 1$ and $a | 2b - 1$. If $a = 2$, then $b = 3$, $c = 4$, and $\text{lcm}(2, 3, 4) = 12$, but $12 \nmid 8$. If $a = 3$, then $b = 4$, $c = 6$. $\text{lcm}(3, 4, 6) = 12$, and $12 | 12$. If $a = 6$, then $b = 10$, $c = 15$. $\text{lcm}(6, 10, 15) = 30$, and $30 | 30$. The sum is $3 + 4 + 6 + 6 + 10 + 15 = 44$."
"Emily’s broken clock runs backwards at five times the speed of a regular clock. Right now, it is displaying the wrong time. How many times will it display the correct time in the next 24 hours?","When comparing Emily’s clock with a normal clock, the difference between the two times decreases by 6 seconds for every 1 second that passes. Since this difference is treated as 0 whenever it is a multiple of 12 hours, the two clocks must agree once every 12/6 = 2 hours. Thus, in a 24 hour period it will agree 12 times."
"How many ways are there to arrange the numbers 1, 2, 3, 4, 5, 6 on the vertices of a regular hexagon such that exactly 3 of the numbers are larger than both of their neighbors?","Label the vertices of the hexagon abcdef. The numbers that are larger than both of their neighbors can’t be adjacent, so assume (by rotation) that these numbers take up slots ace. We also have that 6 and 5 cannot be smaller than both of their neighbors, so assume (by rotation and reflection) that a = 6 and c = 5. Now, we need to insert 1, 2, 3, 4 into b, d, e, f such that e is the largest among d, e, f. There are 4 ways to choose b, which uniquely determines e, and 2 ways to choose the ordering of d, f, giving 4 · 2 = 8 total ways."
"Let ABCD be a rectangle with AB = 8 and AD = 20. Two circles of radius 5 are drawn with centers in the interior of the rectangle - one tangent to AB and AD, and the other passing through both C and D. What is the area inside the rectangle and outside of both circles?","Let O1 and O2 be the centers of the circles, and let M be the midpoint of CD. We can see that $\triangle O_2MC$ and $\triangle O_2MD$ are both 3-4-5 right triangles. Now let C′ be the intersection of circle O2 and BC (that isn’t C), and let D′ be the intersection of circle O2 and AD (that isn’t D). We know that AD′ = BC′ = 14 because BC′ = 2O2M = 6. All of the area of ABCD that lies outside circle O2 must lie within rectangle ABC′D′ because C′CDD′ is completely covered by circle O2. Now, notice that the area of circle O2 that lies inside ABC′D′ is the same as the area of circle O1 that lies outside ABC′D′. Thus, the total area of ABC′D′ that is covered by either of the two circles is exactly the area of one of the circles, 25π. The remaining area is 8 · 14 − 25π, which is our answer."
"Let $x < 0.1$ be a positive real number. Let the foury series be $4 + 4x + 4x^2 + 4x^3 + \dots$, and let the fourier series be $4 + 44x + 444x^2 + 4444x^3 + \dots$. Suppose that the sum of the fourier series is four times the sum of the foury series. Compute x.",The sum of the foury series can be expressed as $\frac{4}{1-x}$ by geometric series. The fourier series can be expressed as $4\sum_{n=0}^{\infty} \sum_{k=0}^n 10^k x^n = 4\sum_{n=0}^{\infty} \frac{10^{n+1}-1}{9}x^n = \frac{4}{9} \left( \frac{10}{1-10x} - \frac{1}{1-x} \right)$. Now we solve for x in the equation $\frac{4}{9} \left( \frac{10}{1-10x} - \frac{1}{1-x} \right) = 4 \cdot \frac{4}{1-x}$ by multiplying both sides by $(1 - 10x)(1 - x)$. We get $x = \frac{3}{40}$.
"An apartment building consists of 20 rooms numbered 1, 2, ..., 20 arranged clockwise in a circle. To move from one room to another, one can either walk to the next room clockwise (i.e. from room i to room (i + 1) (mod 20)) or walk across the center to the opposite room (i.e. from room i to room (i + 10) (mod 20)). Find the number of ways to move from room 10 to room 20 without visiting the same room twice.","One way is to walk directly from room 10 to 20. Else, divide the rooms into 10 pairs A0 = (10, 20), A1 = (1, 11), A2 = (2, 12), ..., A9 = (9, 19). Notice that each move is either between rooms in Ai and A(i+1) (mod 10) for some i ∈ {0, 1, ..., 9}, or between rooms in the same pair, meaning that our path must pass through A0, A1, ..., A9 in that order before coming back to room 20 in A0, in each of the pairs A1, A2, ..., A8, we can choose to walk between rooms in that pair 0 or 1 times, and we have to walk between rooms 9 and 19 if and only if we first reach A9 at room 9 (so the choice of walking between A9 is completely determined by previous choices). Thus, the number of ways to walk from room 10 to 20 is $1 + 2^8 = 257$."
"In a plane, equilateral triangle ABC, square BCDE, and regular dodecagon DEFGHIJKLMNO each have side length 1 and do not overlap. Find the area of the circumcircle of $\triangle AFN$.","Note that $\angle ACD = \angle ACB + \angle BCD = 60^\circ + 90^\circ = 150^\circ$. In a dodecagon, each interior angle is $180^\circ \cdot \frac{10}{12} = 150^\circ$ meaning that $\angle FED = \angle DON = 150^\circ$. Since EF = FD = 1 and DO = ON = 1 (just like how AC = CD = 1), then we have that $\triangle ACD \cong \triangle DON \cong \triangle FED$ and because the triangles are isosceles, then AD = DF = FN so D is the circumcenter of $\triangle AFN$. Now, applying the Law of Cosines gets that $AD^2 = 2 + \sqrt{3}$ so the area is $(2 + \sqrt{3})\pi$."
"In circle $\omega$, two perpendicular chords intersect at a point P. The two chords have midpoints M1 and M2 respectively, such that $PM_1 = 15$ and $PM_2 = 20$. Line $M_1M_2$ intersects $\omega$ at points A and B, with M1 between A and M2. Compute the largest possible value of $BM_2 - AM_1$.","Let O be the center of $\omega$ and let M be the midpoint of AB (so M is the foot of O to $M_1M_2$). Since $OM_1PM_2$ is a rectangle, we easily get that $MM_1 = 16$ and $MM_2 = 9$. Thus, $BM_2 - AM_1 = MM_1 - MM_2 = 7$."
"Compute the number of sets S such that every element of S is a nonnegative integer less than 16, and if $x \in S$ then $(2x \text{ mod } 16) \in S$.","For any nonempty S we must have $0 \in S$. Now if we draw a directed graph of dependencies among the non-zero elements, it creates a balanced binary tree where every leaf has depth 3. We wish to find the number of subsets of nodes such that every node in the set also has its parent in the set. We do this with recursion. Let f(n) denote the number of such sets on a balanced binary tree of depth n. If the root vertex is not in the set, then the set must be empty. Otherwise, we can consider each subtree separately. This gives the recurrence f(n) = f(n − 1)2 + 1. We know f(0) = 2, so we can calculate f(1) = 5, f(2) = 26, f(3) = 677. We add 1 at the end for the empty set. Hence our answer is f(3) + 1 = 678."
"Compute the number of distinct pairs of the form (first three digits of x, first three digits of $x^4$) over all integers $x > 10^{10}$. For example, one such pair is (100, 100) when x = 101010.","Graph these points on an x, y-plane. We claim that there are integers 100 = a0 < a1 < a2 < a3 < a4 = 999, for which the locus of these points is entirely contained in four taxicab (up/right movement by 1 unit) paths from (ai, 100) to (ai+1, 999), i = 0, 1, 2, 3. As we increment x very slowly over all reals in [100, 1000), which would produce the same set of tuples as we want (some small details missing here, but for large enough x we can approximate these decimals to arbitrary precision by scaling by some 10k), it is clear that we must either have only one of the values increasing by 1, or both of them increasing by 1, where increasing by 1 in this context also includes the looping over from 999 to 100. In particular, this looping over occurs at the first three digits of √ powers of 4 between 1 and 10 (i.e. 177, 316, 562), which are precisely the values of a1, a2, a3 that we claimed to exist. Therefore, our taxicab paths have the same total length as one going from (100, 100) up to (999 + 900 + 900 + 900, 999), by stacking our four segments to continue from each other vertically. It remains to compute the number of times both sides of the tuple increased simultaneously, which correspond to fourth powers in the interval (1, 1000). There are four of these corresponding to 24, 34, 44, 54, which are at (199, 159) to (200, 160), (299, 809) to (300, 810), (399, 255) to (400, 256), and (499, 624) to (500, 625). So, our taxicab path is only missing these four holes. Our final count is equal to the total taxidistance of the path, minus 4, and then finally adding back 1 to account for a starting point. 2 · 899 + 3 · 900 − 4 + 1 = 4495."
Compute $\sqrt{2022^2 - 126}$,"Compute $2022^2 - 126 = (2022 - 123)(2022 + 123) = 1899 \cdot 2145 = 4070505$. Then $\sqrt{4070505} \approx 2017.55$. However, we have $2022^2 - 126 = (2022 - \sqrt{126})(2022 + \sqrt{126})$. This does not seem to lead to an integer solution."
"The English alphabet, which has 26 letters, is randomly permuted. Let $p_1$ be the probability that AB, CD, and EF all appear as contiguous substrings. Let $p_2$ be the probability that ABC and DEF both appear as contiguous substrings. Compute $p_1/p_2$","There are $23!$ ways to arrange the alphabet such that AB, CD, and EF all appear as contiguous substrings. Similarly, there are $22!$ ways to arrange the alphabet such that ABC and DEF both appear as contiguous substrings. Thus, $p_1 = \frac{23!}{26!}$ and $p_2 = \frac{22!}{26!}$, so $\frac{p_1}{p_2} = \frac{23!}{22!} = 23$."
"A polygon P is drawn on the 2D coordinate plane. Each side of P is either parallel to the x axis or the y axis. Given that the interior of P includes the interior of the circle $x^2 + y^2 = 2022$, find the minimum possible perimeter of P.","The minimum possible perimeter is achieved by an axis-aligned square with all four sides tangent to the circle, which has side length $2\sqrt{2022}$. The perimeter is $8\sqrt{2022}$."
"Let ABCD be a square of side length 2. Let points X, Y, and Z be constructed inside ABCD such that ABX, BCY, and CDZ are equilateral triangles. Let point W be outside ABCD such that triangle DAW is equilateral. Let the area of quadrilateral WXYZ be $a + b\sqrt{3}$, where a and b are integers. Find $a + b$.","The area of quadrilateral WXYZ is $2\sqrt{3} - 2$. Then $a = -2$ and $b = 2$, so $a + b = 0$."
Suppose x and y are positive real numbers such that $x + \frac{1}{y} = y + \frac{2}{x} = 3$. Compute the maximum possible value of xy.,"Rewrite the equations as $xy + 1 = 3y$ and $xy + 2 = 3x$. Let $xy = C$, so $x = \frac{C+2}{3}$ and $y = \frac{C+1}{3}$. Then $(\frac{C+2}{3})(\frac{C+1}{3}) = C \implies C^2 - 6C + 2 = 0$. The larger root is $3 + \sqrt{7}$."
Let ABCDEF be a regular hexagon and let point O be the center of the hexagon. How many ways can you color these seven points either red or blue such that there doesn’t exist any equilateral triangle with vertices of all the same color?,"Without loss of generality, let O be blue. Then we can’t have any two adjacent blues on the perimeter of ABCDEF. There are 6 good colorings."
All positive integers whose binary representations have at least as many 1’s as 0’s are put in increasing order. Compute the number of digits in the binary representation of the 200th number.,"There are approximately 200 numbers with at most 8 digits and a majority of them satisfy the property. There are approximately 511 positive integers with at most 9 digits, and a majority of them satisfy this property. Thus, the answer is 9."
"Kimothy starts in the bottom-left square of a 4 by 4 chessboard. In one step, he can move up, down, left, or right to an adjacent square. Kimothy takes 16 steps and ends up where he started, visiting each square exactly once (except for his starting/ending square). How many paths could he have taken?","The path must either create a U shape (4 possible orientations) or an H shape (2 possible orientations). Thus, the answer is $2(4 + 2) = 12$."
"Let ABCD be a trapezoid such that AB $\parallel$ CD, $\angle BAC = 25^\circ$, $\angle ABC = 125^\circ$, and AB + AD = CD. Compute $\angle ADC$.","Construct the parallelogram ABED. Then EC = AD = EB. Thus, $\angle ADC = \angle BEC = 180^\circ - 2\angle BCE = 180^\circ - 2(55^\circ) = 70^\circ$."
"A real number x is chosen uniformly at random from the interval [0, 1000]. Find the probability that $\lfloor \frac{x}{2.5} \rfloor = \lceil \frac{x}{2.5} \rceil$.","Let $y = \frac{x}{2.5}$, so y is chosen uniformly at random from [0, 400]. Then we need $\lfloor y \rfloor = \lceil y \rceil$, which means y is an integer. The probability is $\frac{401}{400} \approx \frac{9}{10}$."
